"Code","Symbol","Name","Board"
"3130.TW","一零四","一零四","Taiwan"
"2311.TW","日月光","日月光","Taiwan"
"2374.TW","佳能","佳能","Taiwan"
"4133.TW","亞諾法","亞諾法","Taiwan"
"2444.TW","友旺","友旺","Taiwan"
"6282.TW","康舒","康舒","Taiwan"
"1102.TW","亞洲水泥","亞洲水泥","Taiwan"
"2345.TW","智邦","智邦","Taiwan"
"8374.TW","羅昇","羅昇","Taiwan"
"1466.TW","聚隆纖維","聚隆纖維","Taiwan"
"2353.TW","宏碁","宏碁","Taiwan"
"3605.TW","宏致電子","宏致電子","Taiwan"
"1715.TW","亞洲化學","亞洲化學","Taiwan"
"3024.TW","憶聲","憶聲","Taiwan"
"4142.TW","國光生技","國光生技","Taiwan"
"6166.TW","凌華","凌華","Taiwan"
"1442.TW","名軒","名軒","Taiwan"
"2395.TW","研華","研華","Taiwan"
"1514.TW","亞力電機","亞力電機","Taiwan"
"1217.TW","愛之味","愛之味","Taiwan"
"3002.TW","歐格","歐格","Taiwan"
"9912.TW","偉聯科技","偉聯科技","Taiwan"
"6225.TW","天瀚","天瀚","Taiwan"
"1626.TW","F-艾美","F-艾美","Taiwan"
"1590.TW","F-亞德","F-亞德","Taiwan"
"3041.TW","揚智","揚智","Taiwan"
"3209.TW","全科科技","全科科技","Taiwan"
"3380.TW","明泰","明泰","Taiwan"
"3059.TW","華晶科","華晶科","Taiwan"
"2704.TW","國賓","國賓","Taiwan"
"2493.TW","揚博","揚博","Taiwan"
"2489.TW","瑞軒","瑞軒","Taiwan"
"6230.TW","超眾","超眾","Taiwan"
"1701.TW","中國化學","中國化學","Taiwan"
"1762.TW","中化合成","中化合成","Taiwan"
"2613.TW","中櫃","中櫃","Taiwan"
"2883.TW","開發金","開發金","Taiwan"
"1611.TW","中國電器","中國電器","Taiwan"
"1535.TW","中宇","中宇","Taiwan"
"1305.TW","華夏塑膠","華夏塑膠","Taiwan"
"5871.TW","F-中租","F-中租","Taiwan"
"2509.TW","全坤建","全坤建","Taiwan"
"2425.TW","承啟","承啟","Taiwan"
"1806.TW","冠軍","冠軍","Taiwan"
"1468.TW","昶和纖維","昶和纖維","Taiwan"
"1541.TW","錩泰","錩泰","Taiwan"
"8070.TW","長華電材","長華電材","Taiwan"
"2722.TW","夏都","夏都","Taiwan"
"9930.TW","中聯資源","中聯資源","Taiwan"
"4164.TW","承業生醫","承業生醫","Taiwan"
"1103.TW","嘉新水泥","嘉新水泥","Taiwan"
"1727.TW","中華化","中華化","Taiwan"
"3229.TW","晟鈦","晟鈦","Taiwan"
"1513.TW","中興電工","中興電工","Taiwan"
"8210.TW","勤誠興業","勤誠興業","Taiwan"
"1904.TW","正隆","正隆","Taiwan"
"4942.TW","嘉彰","嘉彰","Taiwan"
"1449.TW","佳和實業","佳和實業","Taiwan"
"2033.TW","佳大世界","佳大世界","Taiwan"
"2385.TW","群光","群光","Taiwan"
"5515.TW","建國","建國","Taiwan"
"2024.TW","志聯工業","志聯工業","Taiwan"
"2456.TW","奇力新","奇力新","Taiwan"
"1809.TW","中國製釉","中國製釉","Taiwan"
"8163.TW","達方電子","達方電子","Taiwan"
"3094.TW","聯傑國際","聯傑國際","Taiwan"
"5234.TW","達興材料","達興材料","Taiwan"
"910861.TW","神州","神州","Taiwan"
"1464.TW","得力","得力","Taiwan"
"2530.TW","華建","華建","Taiwan"
"3599.TW","旺能光電","旺能光電","Taiwan"
"2308.TW","台達電","台達電","Taiwan"
"6605.TW","帝寶","帝寶","Taiwan"
"2397.TW","友通","友通","Taiwan"
"2332.TW","友訊","友訊","Taiwan"
"6216.TW","居易","居易","Taiwan"
"911616.TW","杜康","杜康","Taiwan"
"6251.TW","定穎電子","定穎電子","Taiwan"
"2884.TW","玉山金","玉山金","Taiwan"
"2483.TW","百容","百容","Taiwan"
"1476.TW","儒鴻企業","儒鴻企業","Taiwan"
"3047.TW","訊舟","訊舟","Taiwan"
"3591.TW","艾笛森","艾笛森","Taiwan"
"3048.TW","益登","益登","Taiwan"
"3038.TW","全台","全台","Taiwan"
"2607.TW","榮運","榮運","Taiwan"
"2458.TW","義隆","義隆","Taiwan"
"3450.TW","聯鈞","聯鈞","Taiwan"
"2497.TW","怡利電","怡利電","Taiwan"
"6281.TW","全國電","全國電","Taiwan"
"2331.TW","精英","精英","Taiwan"
"1735.TW","日勝化工","日勝化工","Taiwan"
"2383.TW","台光電","台光電","Taiwan"
"2603.TW","長榮","長榮","Taiwan"
"2614.TW","東森","東森","Taiwan"
"6243.TW","迅杰","迅杰","Taiwan"
"1709.TW","和益化工","和益化工","Taiwan"
"1436.TW","福益","福益","Taiwan"
"9802.TW","F-鈺齊","F-鈺齊","Taiwan"
"1219.TW","福壽","福壽","Taiwan"
"3312.TW","弘憶股","弘憶股","Taiwan"
"3557.TW","嘉威光電","嘉威光電","Taiwan"
"6191.TW","精成科技","精成科技","Taiwan"
"2368.TW","金像","金像","Taiwan"
"9905.TW","大華金屬","大華金屬","Taiwan"
"1539.TW","巨庭機械","巨庭機械","Taiwan"
"2460.TW","建通","建通","Taiwan"
"4906.TW","正文","正文","Taiwan"
"4952.TW","凌通科技","凌通科技","Taiwan"
"3406.TW","玉晶光","玉晶光","Taiwan"
"3164.TW","景岳生技","景岳生技","Taiwan"
"3356.TW","奇偶科技","奇偶科技","Taiwan"
"3519.TW","綠能","綠能","Taiwan"
"2707.TW","晶華酒店","晶華酒店","Taiwan"
"9921.TW","巨大機械","巨大機械","Taiwan"
"8105.TW","凌巨","凌巨","Taiwan"
"2376.TW","技嘉","技嘉","Taiwan"
"2406.TW","國碩","國碩","Taiwan"
"3514.TW","昱晶能源","昱晶能源","Taiwan"
"1324.TW","地球","地球","Taiwan"
"9934.TW","成霖","成霖","Taiwan"
"4935.TW","F-茂林","F-茂林","Taiwan"
"8081.TW","致新","致新","Taiwan"
"6133.TW","金橋","金橋","Taiwan"
"910801.TW","金衛醫療","金衛醫療","Taiwan"
"912398.TW","友佳國際","友佳國際","Taiwan"
"1583.TW","程泰","程泰","Taiwan"
"1524.TW","耿鼎","耿鼎","Taiwan"
"2486.TW","一詮","一詮","Taiwan"
"3022.TW","威達電","威達電","Taiwan"
"1456.TW","怡華","怡華","Taiwan"
"3598.TW","奕力科技","奕力科技","Taiwan"
"3638.TW","F-IML","F-IML","Taiwan"
"6117.TW","迎廣","迎廣","Taiwan"
"2491.TW","吉祥全","吉祥全","Taiwan"
"2495.TW","普安","普安","Taiwan"
"3474.TW","華亞科","華亞科","Taiwan"
"2356.TW","英業達","英業達","Taiwan"
"3481.TW","群創光電","群創光電","Taiwan"
"6115.TW","鎰勝","鎰勝","Taiwan"
"3014.TW","聯陽","聯陽","Taiwan"
"6213.TW","聯茂","聯茂","Taiwan"
"2442.TW","新美齊","新美齊","Taiwan"
"3653.TW","健策","健策","Taiwan"
"1538.TW","正峰新","正峰新","Taiwan"
"3011.TW","今皓","今皓","Taiwan"
"1736.TW","喬山","喬山","Taiwan"
"2540.TW","金尚昌","金尚昌","Taiwan"
"8429.TW","F-金麗","F-金麗","Taiwan"
"1512.TW","瑞利","瑞利","Taiwan"
"1540.TW","喬福機械","喬福機械","Taiwan"
"6197.TW","佳必琪","佳必琪","Taiwan"
"1617.TW","榮星電線","榮星電線","Taiwan"
"3584.TW","介面光電","介面光電","Taiwan"
"6165.TW","捷泰","捷泰","Taiwan"
"9136.TW","巨騰","巨騰","Taiwan"
"2461.TW","光群雷","光群雷","Taiwan"
"1531.TW","高林股","高林股","Taiwan"
"6155.TW","鈞寶電子","鈞寶電子","Taiwan"
"2546.TW","根基","根基","Taiwan"
"1477.TW","聚陽","聚陽","Taiwan"
"1732.TW","毛寶","毛寶","Taiwan"
"9942.TW","茂順","茂順","Taiwan"
"3315.TW","宣昶","宣昶","Taiwan"
"2020.TW","美亞","美亞","Taiwan"
"1731.TW","美吾華","美吾華","Taiwan"
"2427.TW","三商電","三商電","Taiwan"
"2454.TW","聯發科","聯發科","Taiwan"
"9103.TW","美德醫","美德醫","Taiwan"
"2886.TW","兆豐金","兆豐金","Taiwan"
"2477.TW","美隆電","美隆電","Taiwan"
"2905.TW","三 商 行","三 商 行","Taiwan"
"2867.TW","三商壽","三商壽","Taiwan"
"2439.TW","美律","美律","Taiwan"
"6196.TW","帆宣","帆宣","Taiwan"
"9914.TW","美利達","美利達","Taiwan"
"2315.TW","神達","神達","Taiwan"
"2305.TW","全友","全友","Taiwan"
"3060.TW","銘異","銘異","Taiwan"
"2464.TW","盟立","盟立","Taiwan"
"2856.TW","元富證券","元富證券","Taiwan"
"1533.TW","車王電","車王電","Taiwan"
"2434.TW","統懋","統懋","Taiwan"
"2377.TW","微星","微星","Taiwan"
"3697.TW","F-晨星","F-晨星","Taiwan"
"3005.TW","神基","神基","Taiwan"
"2314.TW","台揚","台揚","Taiwan"
"911626.TW","華運中國","華運中國","Taiwan"
"2361.TW","鴻友","鴻友","Taiwan"
"2342.TW","茂矽","茂矽","Taiwan"
"2337.TW","旺宏","旺宏","Taiwan"
"8046.TW","南電","南電","Taiwan"
"2429.TW","銘旺科","銘旺科","Taiwan"
"2382.TW","廣達","廣達","Taiwan"
"2352.TW","佳世達","佳世達","Taiwan"
"4722.TW","國精化學","國精化學","Taiwan"
"2017.TW","官田鋼","官田鋼","Taiwan"
"1506.TW","正道","正道","Taiwan"
"2547.TW","日勝生","日勝生","Taiwan"
"2437.TW","旺詮","旺詮","Taiwan"
"2597.TW","潤弘精密","潤弘精密","Taiwan"
"4532.TW","瑞智","瑞智","Taiwan"
"2302.TW","麗正","麗正","Taiwan"
"1423.TW","利華羊毛","利華羊毛","Taiwan"
"1515.TW","力山工業","力山工業","Taiwan"
"6286.TW","立錡科技","立錡科技","Taiwan"
"2349.TW","錸德","錸德","Taiwan"
"6176.TW","瑞儀","瑞儀","Taiwan"
"4414.TW","如興","如興","Taiwan"
"4141.TW","F-龍燈","F-龍燈","Taiwan"
"2379.TW","瑞昱","瑞昱","Taiwan"
"9945.TW","潤泰新","潤泰新","Taiwan"
"2915.TW","潤泰全球","潤泰全球","Taiwan"
"1808.TW","潤隆","潤隆","Taiwan"
"5608.TW","四維航","四維航","Taiwan"
"1720.TW","生達化學","生達化學","Taiwan"
"1227.TW","佳格食品","佳格食品","Taiwan"
"9926.TW","新海瓦斯","新海瓦斯","Taiwan"
"9918.TW","欣天然","欣天然","Taiwan"
"2539.TW","櫻花建","櫻花建","Taiwan"
"1604.TW","聲寶","聲寶","Taiwan"
"1307.TW","三芳化工","三芳化工","Taiwan"
"5007.TW","三星科技","三星科技","Taiwan"
"2206.TW","三陽工業","三陽工業","Taiwan"
"1526.TW","日馳","日馳","Taiwan"
"2387.TW","精元","精元","Taiwan"
"8112.TW","至上","至上","Taiwan"
"4733.TW","上緯","上緯","Taiwan"
"5525.TW","順天","順天","Taiwan"
"1582.TW","信錦","信錦","Taiwan"
"2347.TW","聯強","聯強","Taiwan"
"6112.TW","聚碩","聚碩","Taiwan"
"2453.TW","凌群","凌群","Taiwan"
"6214.TW","精誠","精誠","Taiwan"
"3376.TW","新日興","新日興","Taiwan"
"1724.TW","台硝","台硝","Taiwan"
"1310.TW","臺灣苯乙烯","臺灣苯乙烯","Taiwan"
"1453.TW","大將","大將","Taiwan"
"1609.TW","大亞電纜","大亞電纜","Taiwan"
"9941.TW","裕融","裕融","Taiwan"
"1441.TW","大東紡織","大東紡織","Taiwan"
"1315.TW","達新工業","達新工業","Taiwan"
"2478.TW","大毅","大毅","Taiwan"
"3432.TW","台端","台端","Taiwan"
"8039.TW","台虹","台虹","Taiwan"
"1613.TW","台一","台一","Taiwan"
"1473.TW","台南企業","台南企業","Taiwan"
"5906.TW","F-台南","F-台南","Taiwan"
"1440.TW","台南紡織","台南紡織","Taiwan"
"4934.TW","太極能源","太極能源","Taiwan"
"1220.TW","台榮","台榮","Taiwan"
"911611.TW","中泰山","中泰山","Taiwan"
"1218.TW","泰山","泰山","Taiwan"
"1722.TW","台灣肥料","台灣肥料","Taiwan"
"9924.TW","臺灣福興","臺灣福興","Taiwan"
"1802.TW","臺灣玻璃","臺灣玻璃","Taiwan"
"2364.TW","倫飛","倫飛","Taiwan"
"3045.TW","台灣大哥大","台灣大哥大","Taiwan"
"3042.TW","晶技","晶技","Taiwan"
"1522.TW","堤維西","堤維西","Taiwan"
"911622.TW","泰聚亨","泰聚亨","Taiwan"
"2022.TW","聚亨","聚亨","Taiwan"
"1319.TW","東陽","東陽","Taiwan"
"2426.TW","鼎元","鼎元","Taiwan"
"2838.TW","聯邦銀行","聯邦銀行","Taiwan"
"1104.TW","環球水泥","環球水泥","Taiwan"
"911610.TW","聯環","聯環","Taiwan"
"2482.TW","連宇","連宇","Taiwan"
"2404.TW","漢唐","漢唐","Taiwan"
"1325.TW","恒大","恒大","Taiwan"
"2303.TW","聯電","聯電","Taiwan"
"2413.TW","環科","環科","Taiwan"
"2606.TW","裕民","裕民","Taiwan"
"3013.TW","晟銘電","晟銘電","Taiwan"
"2499.TW","東貝","東貝","Taiwan"
"3037.TW","欣興","欣興","Taiwan"
"2816.TW","旺旺保險","旺旺保險","Taiwan"
"2367.TW","燿華","燿華","Taiwan"
"1445.TW","大宇紡織","大宇紡織","Taiwan"
"3704.TW","合勤控","合勤控","Taiwan"
"1313.TW","聯成","聯成","Taiwan"
"1304.TW","台灣聚合","台灣聚合","Taiwan"
"2414.TW","精技","精技","Taiwan"
"3050.TW","鈺德","鈺德","Taiwan"
"1203.TW","味王","味王","Taiwan"
"2348.TW","力廣","力廣","Taiwan"
"2388.TW","威盛","威盛","Taiwan"
"3454.TW","晶睿","晶睿","Taiwan"
"1528.TW","恩德科技","恩德科技","Taiwan"
"6289.TW","華上","華上","Taiwan"
"3046.TW","建碁","建碁","Taiwan"
"8271.TW","宇瞻","宇瞻","Taiwan"
"1308.TW","亞聚","亞聚","Taiwan"
"6108.TW","競國實業","競國實業","Taiwan"
"8261.TW","富鼎先進","富鼎先進","Taiwan"
"3052.TW","夆典","夆典","Taiwan"
"4106.TW","雃博","雃博","Taiwan"
"1733.TW","五鼎","五鼎","Taiwan"
"3596.TW","智易科技","智易科技","Taiwan"
"2471.TW","資通","資通","Taiwan"
"8101.TW","華冠","華冠","Taiwan"
"2433.TW","互盛電","互盛電","Taiwan"
"3019.TW","亞洲光學","亞洲光學","Taiwan"
"1337.TW","F-再生","F-再生","Taiwan"
"5269.TW","祥碩科技","祥碩科技","Taiwan"
"3515.TW","華擎","華擎","Taiwan"
"2357.TW","華碩","華碩","Taiwan"
"6277.TW","宏正","宏正","Taiwan"
"2459.TW","敦吉","敦吉","Taiwan"
"2409.TW","友達","友達","Taiwan"
"2373.TW","震旦行","震旦行","Taiwan"
"6215.TW","和椿","和椿","Taiwan"
"8072.TW","陞泰科技","陞泰科技","Taiwan"
"3017.TW","奇鋐","奇鋐","Taiwan"
"2417.TW","圓剛","圓剛","Taiwan"
"3669.TW","圓展科技","圓展科技","Taiwan"
"2380.TW","虹光","虹光","Taiwan"
"1530.TW","亞崴電機","亞崴電機","Taiwan"
"3694.TW","海華","海華","Taiwan"
"2836.TW","高雄銀行","高雄銀行","Taiwan"
"2823.TW","中國人壽","中國人壽","Taiwan"
"2002.TW","中國鋼鐵","中國鋼鐵","Taiwan"
"2104.TW","中國橡膠","中國橡膠","Taiwan"
"2204.TW","中華汽車","中華汽車","Taiwan"
"2891.TW","中信金","中信金","Taiwan"
"9935.TW","慶豐富","慶豐富","Taiwan"
"2355.TW","敬鵬","敬鵬","Taiwan"
"9929.TW","秋雨創新","秋雨創新","Taiwan"
"5534.TW","長虹","長虹","Taiwan"
"1905.TW","中華紙漿","中華紙漿","Taiwan"
"2360.TW","致茂","致茂","Taiwan"
"2412.TW","中華電信","中華電信","Taiwan"
"2012.TW","春雨工廠","春雨工廠","Taiwan"
"2010.TW","春源鋼鐵","春源鋼鐵","Taiwan"
"2014.TW","中鴻","中鴻","Taiwan"
"1439.TW","中和羊毛","中和羊毛","Taiwan"
"9958.TW","世紀鋼","世紀鋼","Taiwan"
"8422.TW","可寧衛","可寧衛","Taiwan"
"2362.TW","藍天","藍天","Taiwan"
"2323.TW","中環","中環","Taiwan"
"3257.TW","虹冠電","虹冠電","Taiwan"
"1718.TW","中國人纖","中國人纖","Taiwan"
"4960.TW","奇美材料","奇美材料","Taiwan"
"1532.TW","勤美","勤美","Taiwan"
"2612.TW","中航","中航","Taiwan"
"4984.TW","F-科納","F-科納","Taiwan"
"4144.TW","F-康聯","F-康聯","Taiwan"
"2906.TW","高林實業","高林實業","Taiwan"
"2324.TW","仁寶","仁寶","Taiwan"
"2313.TW","華通","華通","Taiwan"
"3032.TW","偉訓","偉訓","Taiwan"
"3703.TW","欣陸","欣陸","Taiwan"
"2438.TW","英誌","英誌","Taiwan"
"3573.TW","穎台科技","穎台科技","Taiwan"
"4956.TW","光鋐科技","光鋐科技","Taiwan"
"2448.TW","晶電","晶電","Taiwan"
"3006.TW","晶豪科","晶豪科","Taiwan"
"2849.TW","安泰商銀","安泰商銀","Taiwan"
"1717.TW","長興化學","長興化學","Taiwan"
"2618.TW","長榮航","長榮航","Taiwan"
"1460.TW","宏遠","宏遠","Taiwan"
"5484.TW","慧友","慧友","Taiwan"
"2393.TW","億光","億光","Taiwan"
"1711.TW","永光化學","永光化學","Taiwan"
"2390.TW","云辰","云辰","Taiwan"
"1470.TW","大統染","大統染","Taiwan"
"1616.TW","億泰電纜","億泰電纜","Taiwan"
"4104.TW","佳醫","佳醫","Taiwan"
"1516.TW","川飛","川飛","Taiwan"
"4904.TW","遠傳","遠傳","Taiwan"
"3035.TW","智原","智原","Taiwan"
"1730.TW","花仙子","花仙子","Taiwan"
"5522.TW","遠雄建設","遠雄建設","Taiwan"
"5607.TW","遠雄港","遠雄港","Taiwan"
"8131.TW","福懋科技","福懋科技","Taiwan"
"3535.TW","晶彩科","晶彩科","Taiwan"
"0058.TW","FB發達","FB發達","Taiwan"
"0059.TW","FB金融","FB金融","Taiwan"
"0057.TW","FB摩台","FB摩台","Taiwan"
"0052.TW","FB科技","FB科技","Taiwan"
"006208.TW","FB台50","FB台50","Taiwan"
"2009.TW","第一伸銅","第一伸銅","Taiwan"
"1326.TW","台灣化纖","台灣化纖","Taiwan"
"1519.TW","華城電機","華城電機","Taiwan"
"5907.TW","F-大洋","F-大洋","Taiwan"
"2723.TW","F-美食","F-美食","Taiwan"
"6128.TW","上福","上福","Taiwan"
"3383.TW","新世紀","新世紀","Taiwan"
"1312.TW","國喬石化","國喬石化","Taiwan"
"1707.TW","葡萄王","葡萄王","Taiwan"
"1210.TW","大成長城","大成長城","Taiwan"
"3559.TW","全智科技","全智科技","Taiwan"
"2476.TW","鉅祥","鉅祥","Taiwan"
"913889.TW","大成糖","大成糖","Taiwan"
"3149.TW","正達國際","正達國際","Taiwan"
"9908.TW","大台北瓦斯","大台北瓦斯","Taiwan"
"2441.TW","超豐","超豐","Taiwan"
"1437.TW","勤益","勤益","Taiwan"
"3443.TW","創意","創意","Taiwan"
"3040.TW","遠見","遠見","Taiwan"
"2423.TW","固緯","固緯","Taiwan"
"1413.TW","宏洲化工","宏洲化工","Taiwan"
"2038.TW","海光企業","海光企業","Taiwan"
"6116.TW","彩晶","彩晶","Taiwan"
"2488.TW","漢平","漢平","Taiwan"
"6168.TW","宏齊","宏齊","Taiwan"
"1810.TW","和成欣業","和成欣業","Taiwan"
"1608.TW","華榮","華榮","Taiwan"
"1234.TW","黑松","黑松","Taiwan"
"911602.TW","華豐泰","華豐泰","Taiwan"
"2702.TW","華園","華園","Taiwan"
"2542.TW","興富發","興富發","Taiwan"
"1338.TW","F-廣華","F-廣華","Taiwan"
"911619.TW","HISAKA","HISAKA","Taiwan"
"3494.TW","誠研","誠研","Taiwan"
"2419.TW","仲琦","仲琦","Taiwan"
"2538.TW","基泰","基泰","Taiwan"
"2106.TW","建大工業","建大工業","Taiwan"
"2608.TW","嘉里大榮","嘉里大榮","Taiwan"
"8427.TW","F-基勝","F-基勝","Taiwan"
"1416.TW","廣豐實業","廣豐實業","Taiwan"
"2008.TW","高興昌","高興昌","Taiwan"
"2520.TW","冠德","冠德","Taiwan"
"2059.TW","川湖","川湖","Taiwan"
"8411.TW","F-福貞","F-福貞","Taiwan"
"1560.TW","中砂","中砂","Taiwan"
"6209.TW","今國光學","今國光學","Taiwan"
"2312.TW","金寶","金寶","Taiwan"
"3189.TW","景碩","景碩","Taiwan"
"911201.TW","僑威","僑威","Taiwan"
"9919.TW","康那香","康那香","Taiwan"
"5215.TW","F-科嘉","F-科嘉","Taiwan"
"1805.TW","寶徠建設","寶徠建設","Taiwan"
"1525.TW","江申","江申","Taiwan"
"5521.TW","工信","工信","Taiwan"
"3003.TW","健和興","健和興","Taiwan"
"2809.TW","京城銀","京城銀","Taiwan"
"2524.TW","京城","京城","Taiwan"
"1537.TW","廣隆光電","廣隆光電","Taiwan"
"2505.TW","國揚","國揚","Taiwan"
"2365.TW","昆盈","昆盈","Taiwan"
"2449.TW","京元電","京元電","Taiwan"
"5225.TW","東科控股","東科控股","Taiwan"
"6139.TW","亞翔","亞翔","Taiwan"
"1459.TW","聯發紡織","聯發紡織","Taiwan"
"3008.TW","大立光","大立光","Taiwan"
"1909.TW","榮成紙業","榮成紙業","Taiwan"
"1704.TW","榮化","榮化","Taiwan"
"3004.TW","豐達科技","豐達科技","Taiwan"
"1702.TW","南僑化工","南僑化工","Taiwan"
"2101.TW","南港輪胎","南港輪胎","Taiwan"
"2108.TW","南帝化工","南帝化工","Taiwan"
"3090.TW","日電貿","日電貿","Taiwan"
"911868.TW","真明麗","真明麗","Taiwan"
"2516.TW","新建","新建","Taiwan"
"8940.TW","新天地","新天地","Taiwan"
"9106.TW","新焦點","新焦點","Taiwan"
"1451.TW","年興紡織","年興紡織","Taiwan"
"3679.TW","新至陞科技","新至陞科技","Taiwan"
"910708.TW","新傳媒","新傳媒","Taiwan"
"3034.TW","聯詠","聯詠","Taiwan"
"9937.TW","全國加油站","全國加油站","Taiwan"
"1303.TW","南亞塑膠","南亞塑膠","Taiwan"
"3576.TW","新日光","新日光","Taiwan"
"2408.TW","南科","南科","Taiwan"
"4919.TW","新唐科技","新唐科技","Taiwan"
"1410.TW","南洋染整","南洋染整","Taiwan"
"1213.TW","大飲","大飲","Taiwan"
"910579.TW","歐聖","歐聖","Taiwan"
"1321.TW","大洋","大洋","Taiwan"
"3051.TW","力特","力特","Taiwan"
"2340.TW","光磊","光磊","Taiwan"
"3545.TW","旭曜","旭曜","Taiwan"
"2329.TW","華泰","華泰","Taiwan"
"1710.TW","東聯化學","東聯化學","Taiwan"
"1906.TW","寶隆","寶隆","Taiwan"
"8404.TW","F-百和","F-百和","Taiwan"
"2481.TW","強茂","強茂","Taiwan"
"2328.TW","廣宇","廣宇","Taiwan"
"6226.TW","光鼎電子","光鼎電子","Taiwan"
"1614.TW","三洋電機","三洋電機","Taiwan"
"4119.TW","旭富","旭富","Taiwan"
"3583.TW","辛耘","辛耘","Taiwan"
"3579.TW","尚志","尚志","Taiwan"
"2351.TW","順德","順德","Taiwan"
"9955.TW","佳龍","佳龍","Taiwan"
"3561.TW","昇陽光電","昇陽光電","Taiwan"
"1503.TW","士林電機","士林電機","Taiwan"
"2450.TW","神腦","神腦","Taiwan"
"5388.TW","中磊","中磊","Taiwan"
"910069.TW","新曄","新曄","Taiwan"
"1708.TW","東鹼","東鹼","Taiwan"
"2029.TW","盛餘","盛餘","Taiwan"
"3305.TW","昇貿科技","昇貿科技","Taiwan"
"1903.TW","士林紙業","士林紙業","Taiwan"
"2901.TW","欣欣大眾","欣欣大眾","Taiwan"
"1235.TW","興泰","興泰","Taiwan"
"9944.TW","新麗","新麗","Taiwan"
"5531.TW","鄉林建設","鄉林建設","Taiwan"
"1419.TW","新光紡織","新光紡織","Taiwan"
"1773.TW","勝一化工","勝一化工","Taiwan"
"2405.TW","浩鑫","浩鑫","Taiwan"
"6257.TW","矽格","矽格","Taiwan"
"2325.TW","矽品","矽品","Taiwan"
"3311.TW","閎暉","閎暉","Taiwan"
"912000.TW","晨訊科","晨訊科","Taiwan"
"3023.TW","信邦","信邦","Taiwan"
"2032.TW","新鋼工業","新鋼工業","Taiwan"
"2923.TW","F-鼎固","F-鼎固","Taiwan"
"1712.TW","興農","興農","Taiwan"
"006204.TW","豐臺灣","豐臺灣","Taiwan"
