"Code","Symbol","Industry","Board"
"KYO.AR","KYOCERA CORP CEDEAR REP 1/4 ADR(CNV 1 OR","Unknown","BCBA"
"LEDE.AR","Ledesma SAAI","Unknown","BCBA"
"LEID.AR","Leyden S.A.I.C. y F.","Unknown","BCBA"
"LEID5.AR","Leyden S.A.I.C. y F.","Unknown","BCBA"
"LFC.AR","CHINA LIFE INSURAN CEDEAR EACH REP 0.5 ADR","Unknown","BCBA"
"LKOD.AR","LUKOIL OIL COMPANY CEDEAR EACH REP 0.25 SP ADR","Unknown","BCBA"
"LLY.AR","ELI LILLY AND CO CEDEAR EACH 4 REP 1 ORD NPV","Unknown","BCBA"
"LMT.AR","LOCKHEED MARTIN CO CEDEAR EACH 1 REP 1 ORD USD","Unknown","BCBA"
"LONG.AR","Longvie S.A.","Unknown","BCBA"
"LONG5.AR","Longvie S.A.","Unknown","BCBA"
"LYG.AR","LLOYDS BANKING GP CEDAR EACH REP 0.5 ADR","Unknown","BCBA"
"MBT.AR","MTS PJSC EACH CEDEAR REP 0.5 ADR","Unknown","BCBA"
"MCD.AR","MCDONALD'S CORP CEDEAR (4 REP 1 USD0.01)","Unknown","BCBA"
"MELI.AR","MERCADOLIBRE INC CEDEAR EACH REP 2 ORD NPV","Unknown","BCBA"
"MERA.AR","Meranol SACI","Unknown","BCBA"
"METR.AR","METROGAS SA 'B'ARS1","Unknown","BCBA"
"MIRG.AR","Mirgor S.A.","Unknown","BCBA"
"MIRG2.AR","Mirgor S.A.","Unknown","BCBA"
"MIRG3.AR","Mirgor S.A.","Unknown","BCBA"
"MMC.AR","MARSH & MCLENNAN CEDEAR EACH 4 REPR 1 USD1","Unknown","BCBA"
"MMM.AR","3M COMPANY CEDEAR REP 1/5 COM USD0.01","Unknown","BCBA"
"MO.AR","ALTRIA GROUP INC CEDEAR REP 1/4 COM USD0.333","Unknown","BCBA"
"MOLI.AR","Molinos Rio de la Plata","Unknown","BCBA"
"MOLI5.AR","Molinos Rio de la Plata","Unknown","BCBA"
"MON.AR","MONSANTO CEDEAR EACH REPR 5 USD0.01","Unknown","BCBA"
"MORI.AR","Morixe Hermanos SACI","Unknown","BCBA"
"MORI5.AR","Morixe Hermanos SACI","Unknown","BCBA"
"MRK.AR","MERCK & CO INC CEDEAR (10 REP 1 USD0.50)","Unknown","BCBA"
"MSFT.AR","MICROSOFT CORP CEDEARS EACH REP 1/5ORD USD","Unknown","BCBA"
"MSI.AR","MOTOROLA SOLUTIONS CEDEAR REP 1/5 ORD USD3","Unknown","BCBA"
"MTU.AR","MITSUBISHI UFJ FIN CEDEAR EACH REPR 1 ADR","Unknown","BCBA"
"MVIA.AR","Metrovias SA","Unknown","BCBA"
"NCON.AR","Nuevo Continente Sociedad Anonima","Unknown","BCBA"
"NEM.AR","NEWMONT MINING CP CEDEAR EA REP 1 COM USD1.60","Unknown","BCBA"
"NGG.AR","NATIONAL GRID CEDEAR EACH REP 1/2 ADR","Unknown","BCBA"
"NKE.AR","NIKE INC CEDEAR EACH REPR 1/3 CLS'B'","Unknown","BCBA"
"NOKA.AR","NOKIA OYJ CEDEAR EACH REP 1/5 ADR","Unknown","BCBA"
"NORT6.AR","Nortel Inversora SA","Unknown","BCBA"
"NSAN.AR","NISSAN MOTOR CO CEDEAR REP 1 ADR(CNV 2 NPV)","Unknown","BCBA"
"NUE.AR","NUCOR CORP CEDEAR EACH 2 REPR 1 USD0.4","Unknown","BCBA"
"NVS.AR","NOVARTIS AG CEDEAR EACH REP 0.5 ADR","Unknown","BCBA"
"OEST.AR","Grupo Concesionario del Oeste SA","Unknown","BCBA"
"OGZD.AR","GAZPROM PJSC CEDEAR EACH REP 0.5 ADR","Unknown","BCBA"
"ORAN.AR","ORANGE CEDEAR EACH 7 REPR 1 ADR","Unknown","BCBA"
"ORCL.AR","ORACLE CORP CEDEAR EACH REP 1/3 USD0.01","Unknown","BCBA"
"OUBS.AR","UBS AG CEDEAR EACH REP 1 SHS REG","Unknown","BCBA"
"OVOP.AR","Ovoprot International SA","Unknown","BCBA"
"PAC.AR","GPO AERO PACIFICO CEDEAR EACH REP 0.5 ADR","Unknown","BCBA"
"PAMP.AR","Pampa Energia SA","Unknown","BCBA"
"PATA.AR","SA Importadora y Export. de la Patagonia","Unknown","BCBA"
"PATA5.AR","SA Importadora y Export. de la Patagonia","Unknown","BCBA"
"PATR.AR","Patricios S.A.I.C.","Unknown","BCBA"
"PATY.AR","Quickfood SA","Unknown","BCBA"
"PEP.AR","PEPSICO INC CEDEAR REP 0.5 CP USD0.0166","Unknown","BCBA"
"PERK.AR","Pertrak S.A.","Unknown","BCBA"
"PERK5.AR","Pertrak S.A.","Unknown","BCBA"
"PESA.AR","Petrobras Argentina SA","Unknown","BCBA"
"PETR.AR","Petrolera Pampa SA","Unknown","BCBA"
"PFE.AR","PFIZER INC CEDEAR EACH 2 REP 1 USD0.05","Unknown","BCBA"
"PG.AR","PROCTER & GAMBLE CEDEAR EACH 5 REP 1 COM NPV","Unknown","BCBA"
"PHG.AR","KONINKLIJKE PHILIP CEDEAR EACH REP 1/5 ADR","Unknown","BCBA"
"POLL.AR","Polledo S.A.I.C. y F.","Unknown","BCBA"
"PREN1.AR","Papel Prensa S.A.","Unknown","BCBA"
"PSUR.AR","Petrolera del Conosur S.A.","Unknown","BCBA"
"PTR.AR","PETROCHINA CO EACH CEDEAR REP 0.25 ADR","Unknown","BCBA"
"QCOM.AR","QUALCOMM INC CEDEAR 11 REP 1 USD0.0001","Unknown","BCBA"
"RDS.AR","ROYAL DUTCH SHELL CEDEAR EACH REP 0.5'B' ADR","Unknown","BCBA"
"REGE.AR","Garcia Reguera S.A.","Unknown","BCBA"
"REP.AR","REPSOL SA EUR1","Unknown","BCBA"
"RIGO.AR","Rigolleau S.A.","Unknown","BCBA"
"RIGO5.AR","Rigolleau S.A.","Unknown","BCBA"
"RIGO6.AR","Rigolleau S.A.","Unknown","BCBA"
"RIO.AR","RIO TINTO CEDEAR EACH 4 REPR 1 ADR","Unknown","BCBA"
"ROSE.AR","Instituto Rosenbusch S.A.","Unknown","BCBA"
"ROSE5.AR","Instituto Rosenbusch S.A.","Unknown","BCBA"
"SALO.AR","Ceramica San Lorenzo ICSA","Unknown","BCBA"
"SAMI.AR","SA San Miguel AGICI y F","Unknown","BCBA"
"SAP.AR","SAP SE CEDEAR EACH 3 REP 1 ADR","Unknown","BCBA"
"SBUX.AR","STARBUCKS CORP CEDEAR EACH REPR 1 COM USD","Unknown","BCBA"
"SCCO.AR","SOUTHERN COPPER CO CEDEAR EACH REP 0.5 ORD SHS","Unknown","BCBA"
"SEMI.AR","Molinos Juan Semino SA","Unknown","BCBA"
"SIEGY.AR","SIEMENS AG CEDEAR EACH 3 REP 1 ADR","Unknown","BCBA"
"SLB.AR","SCHLUMBERGER CEDEAR EACH 3 REP 1 USD0.01","Unknown","BCBA"
"SMSN.AR","SAMSUNG ELECTRONIC CEDEAR EACH REP 1/14 GDR","Unknown","BCBA"
"SNA.AR","SNAP-ON INC CEDEAR EACH 2 REP 1 ORD COM","Unknown","BCBA"
"SNE.AR","SONY CORP CED REP 1/2 ADR(CNV 1 NPV)","Unknown","BCBA"
"SNIA.AR","Sniafa S.A.","Unknown","BCBA"
"SNIA5.AR","Sniafa S.A.","Unknown","BCBA"
"SNP.AR","CHINA PETROLEUM & EACH CEDEAR REP 0.333 ADR","Unknown","BCBA"
"SPLS.AR","STAPLES INC CEDEAR EACH REP 1 ORD USD1","Unknown","BCBA"
"STD.AR","BANCO SANTANDER EUR0.50(REGD)","Unknown","BCBA"
"SUPV.AR","Grupo Supervielle SA","Unknown","BCBA"
"T.AR","AT&T INC CEDEAR EACH 3 REP 1 USD1","Unknown","BCBA"
"TECO2.AR","Telecom Argentina SA","Unknown","BCBA"
"TEF.AR","TELEFONICA SA EUR1","Unknown","BCBA"
"TEFO.AR","TELEFONICA SA CEDEAR EACH REP 1/8 ADR","Unknown","BCBA"
"TGLT.AR","Tglt Sa","Unknown","BCBA"
"TGNO1.AR","Transportadora de Gas del Norte SA","Unknown","BCBA"
"TGNO2.AR","Transportadora de Gas del Norte SA","Unknown","BCBA"
"TGNO4.AR","Transportadora de Gas del Norte SA","Unknown","BCBA"
"TGSU1.AR","Transportadora de Gas del Sur SA","Unknown","BCBA"
"TGSU2.AR","Transportadora de Gas del Sur SA","Unknown","BCBA"
"TI.AR","TELECOM ITALIA SPA CEDEAR EACH 7 REPR 1 ADR","Unknown","BCBA"
"TM.AR","TOYOTA MOTOR CORP CEDEAR EACH 5 REP 1 ADR","Unknown","BCBA"
"TOT.AR","TOTAL CEDEAR EACH 3 REP 1 ADR","Unknown","BCBA"
"TRAN.AR","Cia de Transporte de Energia Transener","Unknown","BCBA"
"TRVV.AR","TRAVELERS COMPANIE CEDEAR EACH REP 0.33 SHS","Unknown","BCBA"
"TS.AR","Tenaris SA","Unknown","BCBA"
"TSM.AR","TAIWAN SEMICON MAN CEDEAR REP 3 ADS(REP 5 TWD","Unknown","BCBA"
"TTM.AR","TATA MOTORS LTD. CEDEAR EA REP 1 ADR","Unknown","BCBA"
"TV.AR","GRUPO TELEVISA SAB CEDEAR EACH 3 REPR 1 ADR","Unknown","BCBA"
"TWX.AR","TIME WARNER INC CEDEAR EACH REP 1/6 ORD USD","Unknown","BCBA"
"TXN.AR","TEXAS INSTRUMENTS CEDEAR EACH 5 REP 1 USD1","Unknown","BCBA"
"TXR.AR","TERNIUM SA CEDEAR EACH REP 0.5 ADR","Unknown","BCBA"
"TYC.AR","TYCO INTL PLC CEDEAR EACH 5 REP 1 EUR1.00","Unknown","BCBA"
"UN.AR","UNILEVER NV CEDEAR EACH 3 REP 1 EUR0.16","Unknown","BCBA"
"URBA.AR","Central Urbana SA","Unknown","BCBA"
"USB.AR","US BANCORP CEDEAR REPR 1 COM USD0.01","Unknown","BCBA"
"UTX.AR","UTD TECHNOLOGIES CEDEARS REP 1/5 COM USD1","Unknown","BCBA"
"VALE.AR","VALE S.A. CEDEAR (EACH REP 0.5 ADR)","Unknown","BCBA"
"VALO.AR","Mercado de Valores de Buenos Aires S.A.","Unknown","BCBA"
"VIAB.AR","VIACOM INC NEW CEDEAR REP 1 B NON-VTG","Unknown","BCBA"
"VOD.AR","VODAFONE GROUP CEDEAR EA REP 1/10 OF ADR","Unknown","BCBA"
"VZ.AR","VERIZON COMMUN CEDEAR REPR 1/2 COM USD0.10","Unknown","BCBA"
"WBK.AR","WESTPAC BKG CORP CEDEAR RE 1/3 ADR(REP 1 OR)","Unknown","BCBA"
"WFC.AR","WELLS FARGO & CO CEDEAR(5 REP 1 COM USD1.66)","Unknown","BCBA"
"WMT.AR","WAL-MART STORES IN CEDEARS 3 REP 1 COM USD0.10","Unknown","BCBA"
"X.AR","UNITED STATES STEE CEDEAR EACH REP 1/3 ORD","Unknown","BCBA"
"XOM.AR","EXXON MOBIL CORP CEDEAR EACH 5 REP 1 CAP NPV","Unknown","BCBA"
"YHOO.AR","YAHOO INC CEDEAR EACH 9 REP 1 ORD USD","Unknown","BCBA"
"YPFD.AR","YPF SA","Unknown","BCBA"
"YZC.AR","YANZHOU COAL MININ EACH CEDEAR REPR 0.5 ADR","Unknown","BCBA"
