"Code","Symbol","Industry","Board"
"LMAS.JK","Limas Centric Ind","Unknown","Jakarta"
"IDKM-W.JK","IDKM-W.JK","Unknown","Unknown"
"BCIC.JK","Bank Century Tbk","Unknown","Jakarta"
"BTEL.JK","Bakrie Telecom Tb","Unknown","Jakarta"
"BRAM.JK","Indo Kordsa Tbk","Unknown","Jakarta"
"RODA.JK","Royal Oak Develop","Unknown","Jakarta"
"LION.JK","Lion Metal Works","Unknown","Jakarta"
"UNIT.JK","Nusantara Inti Co","Unknown","Jakarta"
"DSFI.JK","Dharma Samudera F","Unknown","Jakarta"
"BKSW.JK","Bank Kesawan Tbk","Unknown","Jakarta"
"AGRO.JK","Bank Agroniaga Tb","Unknown","Jakarta"
"JTPE.JK","Jasuindo Tiga Per","Unknown","Jakarta"
"GEMA.JK","Gema Grahasarana","Unknown","Jakarta"
"PGAS.JK","Perusahaan Gas Ne","Unknown","Jakarta"
"CPRO-W3.JK","Waran Seri III Ce","Unknown","Jakarta"
"TCID.JK","Mandom Indonesia","Unknown","Jakarta"
"LAMI.JK","Lamicitra Nusanta","Unknown","Jakarta"
"BNLI.JK","Bank Permata Tbk","Unknown","Jakarta"
"BBIA.JK","BBIA.JK","Unknown","Unknown"
"HITS.JK","Humpuss Intermoda","Unknown","Jakarta"
"BRPT.JK","Barito Pacific Tb","Unknown","Jakarta"
"BNII.JK","Bank Internationa","Unknown","Jakarta"
"AMFG.JK","Asahimas Flat Gla","Unknown","Jakarta"
"BBNP.JK","Bank Nusantara Pa","Unknown","Jakarta"
"JSMR.JK","Jasa Marga (Perse","Unknown","Jakarta"
"SMDM.JK","Suryamas Dutamakm","Unknown","Jakarta"
"CPRO-W2.JK","Waran Seri II Cen","Unknown","Jakarta"
"RALS.JK","Ramayana Lestari","Unknown","Jakarta"
"INTA.JK","Intraco Penta Tbk","Unknown","Jakarta"
"ACES.JK","Ace Hardware Indo","Unknown","Jakarta"
"BFIN.JK","BFI Finance  Indo","Unknown","Jakarta"
"MAYA.JK","Bank Mayapada Tbk","Unknown","Jakarta"
"CPIN.JK","Charoen Pokphand","Unknown","Jakarta"
"TRST.JK","Trias Sentosa Tbk","Unknown","Jakarta"
"CPRO-W4.JK","Waran Seri IV Cen","Unknown","Jakarta"
"SQBB.JK","Bristol-Myers Squ","Unknown","Jakarta"
"TLKM.JK","Telekomunikasi In","Unknown","Jakarta"
"BBLD.JK","Buana Finance Tbk","Unknown","Jakarta"
"KPIG.JK","Global Land Devel","Unknown","Jakarta"
"DAVO.JK","Davomas Abadi Tbk","Unknown","Jakarta"
"NISP.JK","Bank OCBC NISP Tb","Unknown","Jakarta"
"SHID.JK","Hotel Sahid Jaya","Unknown","Jakarta"
