"Code","Symbol","Name","英文名称","注册地址","A股代码","A股简称","A股上市日期","A股总股本","A股流通股本","B股代码","B股 简 称","B股上市日期","B股总股本","B股流通股本","地 区","省 份","城 市","所属行业","公司网址"
000915.SZ,"山大华特","山东山大华特科技股份有限公司","SHANDONG SHANDA WIT SCIENCE AND TECHNOLOGY CO., LTD","山东省沂南县县城振兴路6号",915,"山大华特",06/09/99,180254989,179208129,,,,0,0,"华东","山东","临沂市","M 综合类","www.sd-wit.com"
000916.SZ,"华北高速","华北高速公路股份有限公司","HUABEI EXPRESSWAY CO.,LTD","北京经济技术开发区东环北路9 号",916,"华北高速",09/27/99,1090000000,411373683,,,,0,0,"华北","北京","北京市","F 运输仓储","www.hbgsgl.com.cn"
000917.SZ,"电广传媒","湖南电广传媒股份有限公司","HUNAN TV&BROADCAST INTERMEDIARY CO., LTD","湖南省长沙市浏阳河大桥东",917,"电广传媒",03/25/99,406378405,318724171,,,,0,0,"华中","湖南","长沙市","L 传播文化","www.tik.com.cn"
000918.SZ,"嘉凯城","嘉凯城集团股份有限公司","China Calxon Group Co., Ltd.","湖南省长沙市岳麓区银盆南路289号万利大厦5楼",918,"嘉凯城",07/20/99,1804191500,144000000,,,,0,0,"华中","湖南","长沙市","J 房地产业","www.calxon-group.com"
000919.SZ,"金陵药业","金陵药业股份有限公司","JINLING PHARMACEUTICAL CO.,LTD","江苏省南京经济技术开发区新港大道58号",919,"金陵药业",11/18/99,504000000,255686566,,,,0,0,"华东","江苏","南京市","C8 医药生物","www.jlyy000919.com"
000920.SZ,"南方汇通","南方汇通股份有限公司","SOUTH HUITON CO.,LTD","贵州省贵阳国家高新技术产业开发区",920,"南方汇通",06/16/99,422000000,422000000,,,,0,0,"西南","贵州","贵阳市","C7 机械设备","www.southhuiton.com"
000921.SZ,"海信科龙","海信科龙电器股份有限公司","HISENSE KELON ELECTRICAL HOLDINGS COMPANY LIMITED","广东省佛山市顺德区容桂街道容港路8号",921,"ST 科 龙",07/13/99,894464942,282243033,,,,0,0,"华南","广东","佛山市","C7 机械设备","www.kelon.com"
000922.SZ,"阿继电器","阿城继电器股份有限公司","ACHENG RELAY CO.,LTD","黑龙江省哈尔滨市南岗区赣水路高新技术产业开发区15号楼",922,"*ST阿继",06/18/99,298435000,171879652,,,,0,0,"东北","黑龙江","哈尔滨市","C7 机械设备","www.arc.com.cn"
000923.SZ,"河北宣工","河北宣化工程机械股份有限公司","XUANHUA CONSTRUCTION MACHINERY CO.,LTD","河北省张家口市",923,"河北宣工",07/14/99,198000000,96256633,,,,0,0,"华北","河北","张家口市","C7 机械设备","www.hbxg.com"
000925.SZ,"众合机电","浙江众合机电股份有限公司","United Mechanical & Electrical Co.,Ltd.","浙江省杭州市高新区之江科技工业园创业路8号",925,"众合机电",06/11/99,279048108,103100000,,,,0,0,"华东","浙江","杭州市","C7 机械设备","www.000925.net"
000926.SZ,"福星股份","湖北福星科技股份有限公司","HUBEI FUXING SCIENCE AND TECHNOLOGY CO.,LTD","湖北省汉川市福星街1 号",926,"福星股份",06/18/99,709979650,524190374,,,,0,0,"华中","湖北","孝感市","J 房地产业","www.chinafxkj.com"
000927.SZ,"一汽夏利","天津一汽夏利汽车股份有限公司","TIANJIN FAW XIALI AUTOMOBILE CO.,LTD","天津市西青区中北斜乡李楼南",927,"一汽夏利",07/27/99,1595174020,1595170960,,,,0,0,"华北","天津","天津市","C7 机械设备","www.tjfaw.com.cn"
000928.SZ,"中钢吉炭","中钢集团吉林炭素股份有限公司","JILIN CARBON CO.,LTD","吉林省吉林市昌邑区和平街九号",928,"中钢吉炭",03/12/99,282899000,282896994,,,,0,0,"东北","吉林","吉林市","C6 金属非金属","www.jlts.cn"
000929.SZ,"兰州黄河","兰州黄河企业股份有限公司","LANZHOU HUANGHE ENTERPRISE CO., LTD","甘肃省兰州市七里河区郑家庄108号",929,"兰州黄河",06/23/99,185766000,185588036,,,,0,0,"西北","甘肃","兰州市","C0 食品饮料","www.yellowriver.net.cn"
000930.SZ,"丰原生化","安徽丰原生物化学股份有限公司","ANHUI BBCA BIOCHEMICAL CO., LTD","安徽省蚌埠市大庆路73号",930,"丰原生化",07/12/99,964411115,964391615,,,,0,0,"华东","安徽","蚌埠市","C0 食品饮料","www.zlfysh.com"
000931.SZ,"中关村","北京中关村科技发展(控股)股份有限公司","BEIJING CENTERGATE TECHNOLOGIES (HOLDING) CO., LTD","北京市海淀区中关村南大街32号",931,"中 关 村",07/12/99,674846940,506484232,,,,0,0,"华北","北京","北京市","K 社会服务","www.centek.com.cn"
000932.SZ,"华菱钢铁","湖南华菱钢铁股份有限公司","HUNAN VALIN STEEL CO.,LTD","湖南省长沙市芙蓉中路269号华菱大厦20楼",932,"华菱钢铁",08/03/99,2737650025,1121291251,,,,0,0,"华中","湖南","长沙市","C6 金属非金属","www.valin.cn"
000933.SZ,"神火股份","河南神火煤电股份有限公司","HENAN SHEN HUO COAL INDUSTRY AND ELECTRICITY POWER CO.LTD","河南省永城市新城区光明路",933,"神火股份",08/31/99,1050000000,1049922812,,,,0,0,"华中","河南","商丘市","B 采掘业","www.shenhuo.com/md/index.asp"
000935.SZ,"四川双马","四川双马水泥股份有限公司","SICHUAN SHUANGMA CEMENT CO.LTD","四川省江油市二朗庙镇",935,"ST双马",08/24/99,319410000,137949807,,,,0,0,"西南","四川","绵阳市","C6 金属非金属","www.cement.com.cn"
000936.SZ,"华西村","江苏华西村股份有限公司","JIANGSU HUAXICUN CO., LTD","江苏省江阴市华士镇华西村",936,"华 西 村",08/10/99,440007581,440005994,,,,0,0,"华东","江苏","无锡市","C4 石化塑胶","www.jshuaxicun.com"
000937.SZ,"冀中能源","冀中能源股份有限公司","Jizhong Energy Resources Co., Ltd.","河北省邢台市中兴西大街191号",937,"冀中能源",09/09/99,1156442102,787952533,,,,0,0,"华北","河北","邢台市","B 采掘业","www.jnny.com.cn"
000938.SZ,"紫光股份","紫光股份有限公司","TSINGHUA UNISPLENDOUR CO.,LTD","北京市海淀区清华大学紫光大楼",938,"紫光股份",11/04/99,206080000,206077627,,,,0,0,"华北","北京","北京市","G 信息技术","www.thunis.com"
000939.SZ,"凯迪电力","武汉凯迪电力股份有限公司","WUHAN KAIDI ELECTRIC POWER CO., LTD","湖北省武汉市武昌区武珞路586号江天大厦22楼",939,"凯迪电力",09/23/99,589568000,390493493,,,,0,0,"华中","湖北","武汉市","D 水电煤气","www.china-kaidi.com"
000948.SZ,"南天信息","云南南天电子信息产业股份有限公司","YUNNAN NANTIAN ELECTRONICS INFORMATION CO.,LTD","云南省昆明市高新技术产业开发区软件园创新大厦",948,"南天信息",10/14/99,210550951,136427135,,,,0,0,"西南","云南","昆明市","G 信息技术","www.nantian.com.cn"
000949.SZ,"新乡化纤","新乡化纤股份有限公司","XINXIANG CHEMICAL FIBER CO., LTD","河南省新乡市北站区锦园路1号",949,"新乡化纤",10/21/99,637862694,588553939,,,,0,0,"华中","河南","新乡市","C4 石化塑胶","www.bailu.com"
000950.SZ,"建峰化工","重庆建峰化工股份有限公司","CHONGQING JIANFENG CHEMICAL CO.,LTD","重庆市涪陵区白涛镇",950,"建峰化工",09/16/99,598799235,290625000,,,,0,0,"西南","重庆","重庆市","C4 石化塑胶","www.jfhggf.com"
000951.SZ,"中国重汽","中国重汽集团济南卡车股份有限公司","CNHTC JINAN TRUCK CO., LTD.","山东济南市市中区党家庄镇南首",951,"中国重汽",11/25/99,419425500,274207671,,,,0,0,"华东","山东","济南市","C7 机械设备","www.xiaoyashengji-ao.com"
000952.SZ,"广济药业","湖北广济药业股份有限公司","HUBEI GUANGJI PHARMACEUTICAL CO., LTD","湖北省武穴市江堤路1号",952,"广济药业",11/12/99,251705513,251672095,,,,0,0,"华中","湖北","黄冈市","C8 医药生物","www.guangjipharm.com"
000953.SZ,"河池化工","广西河池化工股份有限公司","GUANGXI HECHI CHEMICAL CO.,LTD","广西河池市",953,"*ST河化",12/02/99,294059437,149440250,,,,0,0,"华南","广西","河池市","C4 石化塑胶","www.hechihuagong.com.cn"
000955.SZ,"欣龙控股","欣龙控股（集团）股份有限公司","XINLONG HOLDING （GROUP）COMPANY LTD","海南省澄迈县老城工业开发区",955,"ST欣龙",12/09/99,293150000,244752350,,,,0,0,"华南","海南","澄迈县","C9 其他制造业","www.xinlong-nonwovens.com"
000957.SZ,"中通客车","中通客车控股股份有限公司","ZHONGTONG BUS & HOLDING CO.,LTD","山东省聊城市建设东路10号",957,"中通客车",01/13/00,238504949,238474560,,,,0,0,"华东","山东","聊城市","C7 机械设备","www.zhongtong.com.cn"
000958.SZ,"东方热电","石家庄东方热电股份有限公司","SHIJIAZHUANG DONGFANG THERMOELECTRIC CO.,LTD","河北省石家庄市建华南大街161号",958,"*ST东热",12/23/99,299485000,196709588,,,,0,0,"华北","河北","石家庄市","D 水电煤气","www.dfrd.com"
000959.SZ,"首钢股份","北京首钢股份有限公司","BEIJING SHOUGANG CO.,LTD","北京市石景山区石景山路",959,"首钢股份",12/16/99,2966526057,1206150119,,,,0,0,"华北","北京","北京市","C6 金属非金属","www.sggf.com.cn"
000960.SZ,"锡业股份","云南锡业股份有限公司","Yunnan Tin Co., Ltd.","云南省昆明高新技术产业开发区",960,"锡业股份",02/21/00,801753772,433667534,,,,0,0,"西南","云南","昆明市","C6 金属非金属","www.ytl.com.cn"
000961.SZ,"中南建设","江苏中南建设集团股份有限公司","Jiangsu Zhongnan Construction Group CO.,LTD","江苏省海门市常乐镇",961,"中南建设",03/01/00,1167839226,315795000,,,,0,0,"华东","江苏","南通市","E 建筑业","www.zhongnangroup.cn"
000962.SZ,"东方钽业","宁夏东方钽业股份有限公司","NINGXIA ORIENT TANTALUM INDUSTRY CO.,LTD","宁夏石嘴山市大武口区冶金路",962,"东方钽业",01/20/00,356400000,356397256,,,,0,0,"西北","宁夏","石嘴山市","C6 金属非金属","www.otic.com.cn"
000963.SZ,"华东医药","华东医药股份有限公司","HUADONG MEDICINE CO.,LTD","浙江省杭州市中山北路439号",963,"华东医药",01/27/00,434059991,246414694,,,,0,0,"华东","浙江","杭州市","C8 医药生物","www.eastchinapharm.com"
000965.SZ,"天保基建","天津天保基建股份有限公司","Tianjin Tianbao Infrastructure Co..Ltd","天津市天津港保税区海滨九路131 号",965,"天保基建",04/06/00,461558119,115500000,,,,0,0,"华北","天津","天津市","J 房地产业","www.tbjijian.com.cn"
000966.SZ,"长源电力","国电长源电力股份有限公司","GUODIAN CHANGYUAN ELECTRIC POWER CO.，LTD","湖北省武汉市武昌区徐东大街117号",966,"长源电力",03/16/00,554142040,346921374,,,,0,0,"华中","湖北","武汉市","D 水电煤气","www.cydl.com.cn"
000967.SZ,"上风高科","浙江上风实业股份有限公司","ZHEJIANG SHANGFENG INDUSTRIAL HOLDINGS CO.,LTD","浙江省上虞市上浦镇",967,"上风高科",03/30/00,205179120,203554120,,,,0,0,"华东","浙江","绍兴市","C7 机械设备","www.sfgk.com.cn"
000968.SZ,"煤气化","太原煤气化股份有限公司","Taiyuan　Coal　Gasification　Company,　Limited","山西省太原市和平南路83号",968,"煤 气 化",06/22/00,513747000,513747000,,,,0,0,"华北","山西","太原市","B 采掘业","www.sx.xinhua.org/shenzhou"
000969.SZ,"安泰科技","安泰科技股份有限公司","ADVANCED TECHNOLOGY & MATERIALS CO.,LTD","北京市海淀区学院南路76号",969,"安泰科技",05/29/00,854873748,598005294,,,,0,0,"华北","北京","北京市","C9 其他制造业","www.atmcn.com"
000970.SZ,"中科三环","北京中科三环高技术股份有限公司","BEIJING ZHONG KE SAN HUAN HIGH-TECH CO., LTD","北京市海淀区中关村东路66 号甲1 号楼27 层",970,"中科三环",04/20/00,507600000,406312138,,,,0,0,"华北","北京","北京市","C6 金属非金属","www.san-huan.com.cn"
000971.SZ,"湖北迈亚","湖北迈亚股份有限公司","HUBEI MAIYA CO., LTD","湖北省仙桃市沔阳大道131号",971,"ST迈亚",04/27/00,243100000,181376470,,,,0,0,"华中","湖北","仙桃市","C1 纺织服装","www.mai-ya.com"
000972.SZ,"新中基","新疆中基实业股份有限公司","XINJIANG CHALKIS CO., LTD","新疆乌鲁木齐市青年路17号",972,"新 中 基",09/26/00,482053329,419067088,,,,0,0,"西北","新疆","乌鲁木齐市","A 农林牧渔","www.chalkistomato.com"
000973.SZ,"佛塑股份","佛山塑料集团股份有限公司","FOSHAN PLASTICS GROUP CO., LTD","广东省佛山市禅城区汾江中路85号",973,"佛塑股份",05/25/00,612554865,514865645,,,,0,0,"华南","广东","佛山市","C4 石化塑胶","www.foshan-plastic.com"
000975.SZ,"科学城","南方科学城发展股份有限公司","SCIENCE CITY DEVELOPMENT PUBLIC CO.,LTD","广东省广州市开发区科学城彩频路11号A501",975,"科 学 城",06/08/00,622925697,386378401,,,,0,0,"华南","广东","广州市","K 社会服务",
000976.SZ,"春晖股份","广东开平春晖股份有限公司","GUANGDONG KAIPING CHUNHUI CO., LTD.","广东省开平市长沙港口路１０号",976,"*ST春晖",06/01/00,586642796,408710582,,,,0,0,"华南","广东","江门市","C1 纺织服装","www.my0976.com"
000977.SZ,"浪潮信息","浪潮电子信息产业股份有限公司","LANGCHAO ELECTRONIC INFORMATION INDUSTRY CO.,LTD","山东省济南市山大路224号",977,"浪潮信息",06/08/00,215000000,215000000,,,,0,0,"华东","山东","济南市","G 信息技术","www.langchao.com.cn"
000978.SZ,"桂林旅游","桂林旅游股份有限公司","GUILIN TOURISM CO.,LTD","桂林市翠竹路27-2号",978,"桂林旅游",05/18/00,360100000,121498294,,,,0,0,"华南","广西","桂林市","K 社会服务","www.guilintravel.com"
000979.SZ,"中弘地产","中弘地产股份有限公司","ZHONGHONG REAL ESTATE CO.,LTD","安徽省宿州市浍水路271号",979,"中弘地产",06/16/00,562273671,89526765,,,,0,0,"华东","安徽","宿州市","J 房地产业","www.koyogroup.com"
000980.SZ,"金马股份","黄山金马股份有限公司","HUANGSHAN JINMA CO.,LTD","安徽省黄山市歙县经济技术开发区",980,"金马股份",06/16/00,317000000,317000000,,,,0,0,"华东","安徽","黄山市","C7 机械设备","www.hsjinma.com"
000981.SZ,"兰光科技","甘肃兰光科技股份有限公司","GANSU LANGUANG SCIENCE & TECHNOLOGY CO,LTD","甘肃省兰州市城关区天水路318号兰州大学科技广场",981,"S*ST兰光",06/22/00,161000000,49998875,,,,0,0,"西北","甘肃","兰州市","G 信息技术","www.Languang.com"
000982.SZ,"中银绒业","宁夏中银绒业股份有限公司","NINGXIA ZHONGYIN CASHMERE CO.,LTD","宁夏灵武市羊绒工业园区中银大道南侧",982,"中银绒业",07/06/00,166000000,86000000,,,,0,0,"西北","宁夏","银川市","C1 纺织服装","www.zhongyincashmere.com"
000983.SZ,"西山煤电","山西西山煤电股份有限公司","SHANXI XISHAN COAL AND ELECTRICITY POWER CO.,LTD","山西省太原市西矿街319号",983,"西山煤电",07/26/00,3151200000,1472169899,,,,0,0,"华北","山西","太原市","B 采掘业","www.xsmd.com.cn"
000985.SZ,"大庆华科","大庆华科股份有限公司","DAQING HUAKE CO.,LTD","黑龙江省大庆高新技术产业开发区建设路239号",985,"大庆华科",07/26/00,129639500,129639500,,,,0,0,"东北","黑龙江","大庆市","C4 石化塑胶","www.huake.com"
000986.SZ,"粤华包","佛山华新包装股份有限公司","FOSHAN HUAXIN PACKAGING CO.,LTD","广东省佛山市季华五路18号",,,,0,0,200986,"粤华包Ｂ",07/06/00,171925000,171925000,"华南","广东","佛山市","C3 造纸印刷","www.fshxp.com"
000987.SZ,"广州友谊","广州友谊集团股份有限公司","GUANGZHOU FRIENDSHIP CO., LTD","广东省广州市环市东路369号",987,"广州友谊",07/18/00,358958107,358442231,,,,0,0,"华南","广东","广州市","H 批发零售","www.cgzfs.com"
000988.SZ,"华工科技","华工科技产业股份有限公司","HUAGONG TECH CO.,LTD","湖北省武汉市东湖高新技术开发区华中科技大学科技园",988,"华工科技",06/08/00,407607816,407601678,,,,0,0,"华中","湖北","武汉市","C5 电子","www.hgtech.com.cn"
000989.SZ,"九芝堂","九芝堂股份有限公司","JIUZHITANG CO.,LTD","湖南省长沙市芙蓉中路一段129号",989,"九 芝 堂",06/28/00,297605268,297605268,,,,0,0,"华中","湖南","长沙市","C8 医药生物","www.hnjzt.com"
000990.SZ,"诚志股份","诚志股份有限公司","CHENGZHI CO., LTD","江西省南昌市庐山中大道60号",990,"诚志股份",07/06/00,297032414,270825922,,,,0,0,"华东","江西","南昌市","C8 医药生物","www.chengzhi.com.cn"
000992.SZ,"中鲁股份","山东省中鲁远洋渔业股份有限公司","SHANDONG ZHONGLU OCEANIC FISHERIES CO.,LTD","山东省济南市和平路43号",,,,0,0,200992,"中 鲁Ｂ",07/24/00,138000000,138000000,"华东","山东","济南市","A 农林牧渔",
000993.SZ,"闽东电力","福建闽东电力股份有限公司","FUJIAN MINDONG ELECTRIC POWER CO.,LTD","福建省宁德市蕉城区环城路闽东大广场华隆大厦8-10 层",993,"闽东电力",07/31/00,373000000,373000000,,,,0,0,"华东","福建","宁德市","D 水电煤气","www.mdep.com.cn"
000995.SZ,"皇台酒业","甘肃皇台酒业股份有限公司","GANSU HUANGTAI WINE―MARKETING INDUSTRY CO.,LTD","甘肃省武威市新建路55号",995,"ST皇台",08/07/00,177408000,177408000,,,,0,0,"西北","甘肃","武威市","C0 食品饮料","www.HUANGTAI.COM"
000996.SZ,"中国中期","中国中期投资股份有限公司","CHINA CIFCO INDUSTRY CO., LTD","北京市朝阳区光华路14号中国中期大厦",996,"中国中期",07/18/00,230000000,230000000,,,,0,0,"华北","北京","北京市","F 运输仓储","www.jielee.com"
000997.SZ,"新大陆","福建新大陆电脑股份有限公司","FUJIAN NEWLAND COMPUTER CO.,LTD","福建省福州市马尾区儒江西路1 号",997,"新 大 陆",08/07/00,510266666,450738463,,,,0,0,"华东","福建","福州市","G 信息技术","www.newlandcomputer.com"
000998.SZ,"隆平高科","袁隆平农业高科技股份有限公司","YUAN LONGPING HIGH-TECH AGRICULTURE CO.,LTD","湖南省长沙市芙蓉区远大二路马坡岭农业高科技园内",998,"隆平高科",12/11/00,277200000,277198663,,,,0,0,"华中","湖南","长沙市","A 农林牧渔","www.lpht.com.cn"
